dataset,file,key,abs_value,value,dtype,shape,idx0,idx1,idx2,idx3,note
cadsynth_v1,00054519_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(250,5,7)",131,3,6,,argmax(|tensor|)
cadsynth_v1,00055495_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(228,5,7)",67,2,6,,argmax(|tensor|)
cadsynth_v1,00056298_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(116,5,7)",7,1,6,,argmax(|tensor|)
cadsynth_v1,00057686_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(104,5,7)",62,0,6,,argmax(|tensor|)
cadsynth_v1,00059149_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(258,5,7)",223,3,6,,argmax(|tensor|)
cadsynth_v1,00062242_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(152,5,7)",65,0,6,,argmax(|tensor|)
cadsynth_v1,00063086_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(118,5,7)",68,1,6,,argmax(|tensor|)
cadsynth_v1,00065137_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(204,5,7)",0,4,6,,argmax(|tensor|)
cadsynth_v1,00066970_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(114,5,7)",21,3,6,,argmax(|tensor|)
cadsynth_v1,00067027_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(192,5,7)",16,1,6,,argmax(|tensor|)
cadsynth_v1,00067069_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(166,5,7)",152,1,6,,argmax(|tensor|)
cadsynth_v1,00067229_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(176,5,7)",5,3,6,,argmax(|tensor|)
cadsynth_v1,00067540_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(146,5,7)",8,2,6,,argmax(|tensor|)
cadsynth_v1,00068262_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(70,5,7)",16,3,6,,argmax(|tensor|)
cadsynth_v1,00068754_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(258,5,7)",125,1,6,,argmax(|tensor|)
cadsynth_v1,00069292_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(140,5,7)",13,2,6,,argmax(|tensor|)
cadsynth_v1,00070888_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(176,5,7)",13,2,6,,argmax(|tensor|)
cadsynth_v1,00071141_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(150,5,7)",17,2,6,,argmax(|tensor|)
cadsynth_v1,00072449_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(150,5,7)",48,0,6,,argmax(|tensor|)
cadsynth_v1,00074239_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(268,5,7)",63,2,6,,argmax(|tensor|)
cadsynth_v1,00076667_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(236,5,7)",0,3,6,,argmax(|tensor|)
cadsynth_v1,00077151_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(170,5,7)",1,0,6,,argmax(|tensor|)
cadsynth_v1,00077925_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(132,5,7)",58,3,6,,argmax(|tensor|)
cadsynth_v1,00079120_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(178,5,7)",21,3,6,,argmax(|tensor|)
cadsynth_v1,00080788_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(152,5,7)",35,2,6,,argmax(|tensor|)
cadsynth_v1,00081180_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(178,5,7)",47,3,6,,argmax(|tensor|)
cadsynth_v1,00081457_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(130,5,7)",0,2,6,,argmax(|tensor|)
cadsynth_v1,00083390_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(158,5,7)",21,2,6,,argmax(|tensor|)
cadsynth_v1,00083653_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(120,5,7)",5,3,6,,argmax(|tensor|)
cadsynth_v1,00086604_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(162,5,7)",56,0,6,,argmax(|tensor|)
cadsynth_v1,00086749_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(150,5,7)",4,2,6,,argmax(|tensor|)
cadsynth_v1,00086845_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(174,5,7)",27,2,6,,argmax(|tensor|)
cadsynth_v1,00087025_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(192,5,7)",4,2,6,,argmax(|tensor|)
cadsynth_v1,00087119_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(132,5,7)",0,2,6,,argmax(|tensor|)
cadsynth_v1,00087128_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(158,5,7)",26,0,6,,argmax(|tensor|)
cadsynth_v1,00087353_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(218,5,7)",25,3,6,,argmax(|tensor|)
cadsynth_v1,00087368_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(108,5,7)",5,3,6,,argmax(|tensor|)
cadsynth_v1,00087845_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(178,5,7)",13,2,6,,argmax(|tensor|)
cadsynth_v1,00088638_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(124,5,7)",0,3,6,,argmax(|tensor|)
cadsynth_v1,00089018_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(160,5,7)",119,1,6,,argmax(|tensor|)
cadsynth_v1,00089716_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(104,5,7)",4,4,6,,argmax(|tensor|)
cadsynth_v1,00091501_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(74,5,7)",34,4,6,,argmax(|tensor|)
cadsynth_v1,00094670_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(94,5,7)",71,1,6,,argmax(|tensor|)
cadsynth_v1,00094689_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(116,5,7)",68,1,6,,argmax(|tensor|)
cadsynth_v1,00094702_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(92,5,7)",5,1,6,,argmax(|tensor|)
cadsynth_v1,00094991_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(196,5,7)",1,1,6,,argmax(|tensor|)
cadsynth_v1,00095592_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(122,5,7)",0,1,6,,argmax(|tensor|)
cadsynth_v1,00095665_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(230,5,7)",130,0,6,,argmax(|tensor|)
cadsynth_v1,00095820_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(110,5,7)",0,0,6,,argmax(|tensor|)
cadsynth_v1,00096798_101.bin,edata:x,50000000.0,50000000.0,torch.float32,"(172,5,7)",133,2,6,,argmax(|tensor|)
